fra;clage_vacsi;jour;n_dose1_h;n_complet_h;n_rappel_h;n_2_rappel_h;n_rappel_biv_h;n_3_rappel_h;n_cum_dose1_h;n_cum_complet_h;n_cum_rappel_h;n_cum_2_rappel_h;n_cum_rappel_biv_h;n_cum_3_rappel_h;couv_dose1_h;couv_complet_h;couv_rappel_h;couv_2_rappel_h;couv_rappel_biv_h;couv_3_rappel_h;n_dose1_f;n_complet_f;n_rappel_f;n_2_rappel_f;n_rappel_biv_f;n_3_rappel_f;n_cum_dose1_f;n_cum_complet_f;n_cum_rappel_f;n_cum_2_rappel_f;n_cum_rappel_biv_f;n_cum_3_rappel_f;couv_dose1_f;couv_complet_f;couv_rappel_f;couv_2_rappel_f;couv_rappel_biv_f;couv_3_rappel_f;n_dose1_e;n_complet_e;n_rappel_e;n_2_rappel_e;n_rappel_biv_e;n_3_rappel_e;n_cum_dose1_e;n_cum_complet_e;n_cum_rappel_e;n_cum_2_rappel_e;n_cum_rappel_biv_e;n_cum_3_rappel_e;couv_dose1_e;couv_complet_e;couv_rappel_e;couv_2_rappel_e;couv_rappel_biv_e;couv_3_rappel_e
FR;04;2020-12-27;1;0;0;0;0;0;1;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0;0;0;1;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;2;0;0;0;0;0;2;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2020-12-28;1;0;0;0;0;0;2;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;0;0;0;0;2;1;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;2;1;0;0;0;0;4;1;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2020-12-29;1;0;0;0;0;0;3;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;2;1;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0;0;0;5;1;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2020-12-30;0;0;0;0;0;0;3;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;0;0;0;0;3;2;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;0;0;0;0;6;2;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2020-12-31;1;0;0;0;0;0;4;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;3;2;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0;0;0;7;2;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-01-01;0;0;0;0;0;0;4;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0;0;0;4;2;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0;0;0;8;2;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-01-02;0;0;0;0;0;0;4;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;4;2;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;8;2;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-01-03;0;0;0;0;0;0;4;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;4;2;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;8;2;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-01-04;1;0;0;0;0;0;5;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;2;1;0;0;0;0;6;3;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;3;1;0;0;0;0;11;3;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-01-05;6;0;0;0;0;0;11;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0;0;0;7;3;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;7;0;0;0;0;0;18;3;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-01-06;0;0;0;0;0;0;11;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;7;3;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;18;3;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-01-07;1;0;0;0;0;0;12;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0;0;0;8;3;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;2;0;0;0;0;0;20;3;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-01-08;0;0;0;0;0;0;12;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;8;3;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;20;3;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-01-09;0;0;0;0;0;0;12;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;8;3;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;20;3;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-01-10;0;0;0;0;0;0;12;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;8;3;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;20;3;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-01-11;2;0;0;0;0;0;14;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0;0;0;9;3;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;3;0;0;0;0;0;23;3;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-01-12;0;0;0;0;0;0;14;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;2;0;0;0;0;0;11;3;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;2;0;0;0;0;0;25;3;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-01-13;1;0;0;0;0;0;15;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;11;3;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0;0;0;26;3;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-01-14;4;1;0;0;0;0;19;1;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;7;2;0;0;0;0;18;5;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;11;3;0;0;0;0;37;6;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-01-15;5;0;0;0;0;0;24;1;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;18;5;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;5;0;0;0;0;0;42;6;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-01-16;3;0;0;0;0;0;27;1;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;4;0;0;0;0;0;22;5;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;7;0;0;0;0;0;49;6;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-01-17;0;0;0;0;0;0;27;1;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0;0;0;23;5;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0;0;0;50;6;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-01-18;3;0;0;0;0;0;30;1;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0;0;0;24;5;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;4;0;0;0;0;0;54;6;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-01-19;1;0;0;0;0;0;31;1;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;3;0;0;0;0;0;27;5;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;4;0;0;0;0;0;58;6;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-01-20;3;0;0;0;0;0;34;1;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;3;0;0;0;0;0;30;5;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;6;0;0;0;0;0;64;6;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-01-21;2;0;0;0;0;0;36;1;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0;0;0;31;5;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;3;0;0;0;0;0;67;6;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-01-22;2;0;0;0;0;0;38;1;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;4;0;0;0;0;0;35;5;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;6;0;0;0;0;0;73;6;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-01-23;1;0;0;0;0;0;39;1;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;3;0;0;0;0;0;38;5;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;4;0;0;0;0;0;77;6;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-01-24;0;0;0;0;0;0;39;1;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;38;5;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;77;6;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-01-25;3;0;0;0;0;0;42;1;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;38;5;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;4;0;0;0;0;0;81;6;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-01-26;4;0;0;0;0;0;46;1;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;4;0;0;0;0;0;42;5;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;8;0;0;0;0;0;89;6;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-01-27;5;1;0;0;0;0;51;2;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;3;0;0;0;0;0;45;5;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;9;1;0;0;0;0;98;7;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-01-28;1;0;0;0;0;0;52;2;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0;0;0;46;5;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;2;0;0;0;0;0;100;7;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-01-29;4;0;0;0;0;0;56;2;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;2;0;0;0;0;0;48;5;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;7;0;0;0;0;0;107;7;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-01-30;1;1;0;0;0;0;57;3;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;0;0;0;0;49;6;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;2;2;0;0;0;0;109;9;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-01-31;0;0;0;0;0;0;57;3;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0;0;0;50;6;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0;0;0;110;9;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-02-01;0;0;0;0;0;0;57;3;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0;0;0;51;6;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0;0;0;111;9;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-02-02;2;0;0;0;0;0;59;3;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;4;0;0;0;0;0;55;6;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;6;0;0;0;0;0;117;9;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-02-03;0;0;0;0;0;0;59;3;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;2;0;0;0;0;0;57;6;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;2;0;0;0;0;0;119;9;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-02-04;2;1;0;0;0;0;61;4;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;2;0;0;0;0;0;59;6;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;4;1;0;0;0;0;123;10;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-02-05;2;0;0;0;0;0;63;4;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;2;0;0;0;0;0;61;6;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;5;0;0;0;0;0;128;10;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-02-06;2;0;0;0;0;0;65;4;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;6;0;0;0;0;0;67;6;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;8;0;0;0;0;0;136;10;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-02-07;0;0;0;0;0;0;65;4;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;67;6;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;136;10;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-02-08;0;0;0;0;0;0;65;4;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;2;1;0;0;0;0;69;7;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;2;1;0;0;0;0;138;11;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-02-09;1;0;0;0;0;0;66;4;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;2;0;0;0;0;0;71;7;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;3;0;0;0;0;0;141;11;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-02-10;1;0;0;0;0;0;67;4;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0;0;0;72;7;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;3;0;0;0;0;0;144;11;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-02-11;2;0;0;0;0;0;69;4;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;4;0;0;0;0;0;76;7;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;6;0;0;0;0;0;150;11;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-02-12;0;0;0;0;0;0;69;4;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;0;0;0;0;77;8;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;0;0;0;0;151;12;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-02-13;1;0;0;0;0;0;70;4;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;77;8;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0;0;0;152;12;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-02-14;0;0;0;0;0;0;70;4;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;77;8;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;152;12;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-02-15;2;0;0;0;0;0;72;4;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;1;0;0;0;0;78;9;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;4;1;0;0;0;0;156;13;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-02-16;4;0;0;0;0;0;76;4;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;2;0;0;0;0;0;80;9;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;6;0;0;0;0;0;162;13;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-02-17;1;0;0;0;0;0;77;4;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0;0;0;81;9;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;2;0;0;0;0;0;164;13;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-02-18;6;0;0;0;0;0;83;4;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;6;1;0;0;0;0;87;10;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;13;1;0;0;0;0;177;14;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-02-19;0;1;0;0;0;0;83;5;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0;0;0;88;10;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;2;1;0;0;0;0;179;15;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-02-20;2;0;0;0;0;0;85;5;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0;0;0;89;10;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;3;0;0;0;0;0;182;15;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-02-21;1;0;0;0;0;0;86;5;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0;0;0;90;10;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;2;0;0;0;0;0;184;15;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-02-22;1;0;0;0;0;0;87;5;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;2;0;0;0;0;0;92;10;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;3;0;0;0;0;0;187;15;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-02-23;5;0;0;0;0;0;92;5;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;4;0;0;0;0;0;96;10;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;9;0;0;0;0;0;196;15;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-02-24;3;1;0;0;0;0;95;6;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;4;0;0;0;0;0;100;10;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;7;1;0;0;0;0;203;16;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-02-25;4;1;0;0;0;0;99;7;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;4;1;0;0;0;0;104;11;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;9;2;0;0;0;0;212;18;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-02-26;5;0;0;0;0;0;104;7;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;4;0;0;0;0;0;108;11;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;10;0;0;0;0;0;222;18;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-02-27;1;0;0;0;0;0;105;7;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;4;0;0;0;0;0;112;11;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;5;0;0;0;0;0;227;18;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-02-28;0;0;0;0;0;0;105;7;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;3;1;0;0;0;0;115;12;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;3;1;0;0;0;0;230;19;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-03-01;7;0;0;0;0;0;112;7;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;2;1;0;0;0;0;117;13;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;10;1;0;0;0;0;240;20;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-03-02;1;1;0;0;0;0;113;8;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;3;0;0;0;0;0;120;13;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;6;1;0;0;0;0;246;21;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-03-03;4;0;0;0;0;0;117;8;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;3;1;0;0;0;0;123;14;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;8;1;0;0;0;0;254;22;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-03-04;1;0;0;0;0;0;118;8;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;2;0;0;0;0;0;125;14;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;5;0;0;0;0;0;259;22;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-03-05;5;2;0;0;0;0;123;10;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;7;0;0;0;0;0;132;14;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;12;3;0;0;0;0;271;25;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-03-06;11;2;0;0;0;0;134;12;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;8;2;0;0;0;0;140;16;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;20;4;0;0;0;0;291;29;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-03-07;4;0;0;0;0;0;138;12;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;6;0;0;0;0;0;146;16;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;10;0;0;0;0;0;301;29;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-03-08;3;1;0;0;0;0;141;13;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;2;1;0;0;0;0;148;17;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;7;3;0;0;0;0;308;32;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-03-09;5;0;0;0;0;0;146;13;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;5;1;0;0;0;0;153;18;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;12;1;0;0;0;0;320;33;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-03-10;8;1;0;0;0;0;154;14;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;4;0;0;0;0;0;157;18;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;12;1;0;0;0;0;332;34;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-03-11;7;1;0;0;0;0;161;15;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;5;0;0;0;0;0;162;18;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;12;1;0;0;0;0;344;35;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-03-12;8;1;0;0;0;0;169;16;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;6;0;0;0;0;0;168;18;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;15;1;0;0;0;0;359;36;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-03-13;5;0;0;0;0;0;174;16;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;3;0;0;0;0;0;171;18;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;9;0;0;0;0;0;368;36;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-03-14;4;0;0;0;0;0;178;16;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0;0;0;172;18;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;5;0;0;0;0;0;373;36;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-03-15;7;0;0;0;0;0;185;16;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;5;2;0;0;0;0;177;20;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;12;2;0;0;0;0;385;38;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-03-16;6;0;0;0;0;0;191;16;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;1;0;0;0;0;0;178;20;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;7;0;0;0;0;0;392;38;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-03-17;2;0;0;0;0;0;193;16;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;3;0;0;0;0;0;181;20;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;5;0;0;0;0;0;397;38;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-03-18;8;3;0;0;0;0;201;19;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;7;0;0;0;0;0;188;20;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;18;5;0;0;0;0;415;43;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-03-19;2;1;0;0;0;0;203;20;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;5;0;0;0;0;0;193;20;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;9;1;0;0;0;0;424;44;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-03-20;4;0;0;0;0;0;207;20;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;7;0;0;0;0;0;200;20;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;12;0;0;0;0;0;436;44;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-03-21;3;0;0;0;0;0;210;20;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;5;0;0;0;0;0;205;20;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;8;0;0;0;0;0;444;44;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
FR;04;2021-03-22;5;0;0;0;0;0;215;20;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;6;0;0;0;0;0;211;20;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;13;0;0;0;0;0;457;44;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0
