ID,PM2.5,PM2.5_PopWtd,NO2,NO2_PopWtd,Access_City,Access_Motor,Access_Walk,Diabetes,Obesity,Smoking,COPD,COPD_F,COPD_M,CVD,CVD_F,CVD_M,HIV,HIV_F,HIV_M,Hypertension,Hypertension_F,Hypertension_M,Risk_Tot,Risk_Age,Risk_High,Cases_MERS,Cases_SARS,WorldPop,WorldPop_Density,WorldPop_65,WorldPop_F,WorldPop_M,Sex_Ratio
GBNIR,,,,,29.4530390686,13.6792174726,142.637847297,,,,,,,,,,,,,,,,,,,,,1934135.12031,70.4551624767,0.18506148,0.509751810846585,0.48771276116883144,0.95676512
GBPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBSCT,,,,,112.999091817,32.4113693153,274.748596858,,,,,,,,,,,,,,,,,,,,,5461936.11373,32.3906379983,0.1845085,0.5111348690040731,0.4831276391839621,0.94520581
GBSHN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBTC,,,,,731.666129032,92.2429848776,733.016129032,,,,,,,,,,,,,,,,,,,,,43195.7222978,34.6397131498,0.051657546,0.496549006684683,0.5034510095715564,1.0138999
GBVG,,,,,332.73880597,31.2013648935,451.029850746,,,,,,,,,,,,,,,,,,,,,30854.9461268,146.928314889,0.10093363,0.5240095358959821,0.475990459994466,0.90836227
GBWLS,,,,,34.7268397055,10.2373667588,101.726788762,,,,,,,,,,,,,,,,,,,,,3172861.39804,79.9874303084,0.1848311,0.504936522279125,0.491064406709504,0.97252697
GBZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GD,5.598437507326351,5.559604536614404,0.17435817420482635,0.17076528072357178,498.436144578,0,63.5493975904,10.7,21.299999,,1.572816782789338,1.5060729,1.6401213,7.285884541716303,6.81705,7.758657,0.23531604463773037,0.16602825,0.30518577,22.18908423630077,20.313839,24.08008,0.24648683,0.2250737,0.056300558,0,0,94808.9354327,222.034977594,0.076239735,0.5020908502215038,0.49790912411952226,0.99167138
GE,12.216560216241678,15.164767480041773,2.35180926322937,5.394308090209961,157.640377455,0,316.720276338,5.8000002,21.700001,29.700001,2.6003120118333776,2.0468388,3.2084749,9.06584677719507,7.9908729,10.247194,0.11102971489798963,0.055460788,0.17208378,31.501565503196638,31.118774,31.923315,0.31746843,0.23850931,0.077434182,0,0,3711013.38961,33.8985822168,0.1530641,0.5234897037663777,0.47649210993168417,0.91022253
GH,62.49448156215218,63.86250279683619,1.1660574674606323,2.770981788635254,109.648759905,0,120.611121964,2.5,10.9,3.7,1.8027364555194536,1.6357361,1.9694887,6.731407571613027,6.6767297,6.7860041,1.1181124943804939,1.455932,0.7807948,18.614869581662106,17.458469,19.769552,0.16426675,0.22925031,0.034283549,0,0,32915273.7083,118.78139104,0.037743598,0.4996283532606045,0.5003716556015427,1.0014877
GM,50.970839922587615,49.59829370124119,2.0199434757232666,2.7490639686584473,97.427344421,0,74.0371671742,1.9,10.3,14.4,2.0692064067443123,2.1618037,1.9709785,7.069624559041729,6.8263941,7.3276448,1.5090555157938939,1.7675233,1.2348711,21.502435130829305,19.965244,23.133097,0.13484116,0.22466527,0.02696766,0,0,2392912.05695,186.91704866,0.023645557,0.5147531420649019,0.48524687592573,0.94267887
GN,45.96247511565166,45.13523800934083,0.7184854745864868,1.443687915802002,127.995676322,0,117.02181422,2.4000001,7.6999998,,2.0170740471246495,2.0063155,2.0289788,6.033131373430593,5.7751632,6.3185854,1.3595473008730563,1.6279724,1.0625218,24.151757391082967,24.685209,23.561466,0.13926846,0.22498503,0.02797664,0,0,12350294.2008,42.4214850285,0.03351751,0.5252898752468397,0.4747101489793038,0.90371084
GQ,25.908874079687656,28.052478025923385,0.7609204649925232,0.6729850172996521,219.716589275,0,304.371414032,6,8,,1.8440985026881662,2.096163,1.5915352,6.612364373964944,6.6283092,6.5963883,6.592168003812577,8.323967,4.8569417,23.98737505457485,22.354025,25.623959,0.17776322,0.26044494,0.03308896,0,0,1284793.84013,40.7896958577,0.026787352,0.5004943049345066,0.4995056716142602,0.9980247
GR,11.895766532882632,13.574129342967812,2.5600171089172363,6.379563808441162,67.1997497191,0,201.965599142,4.6999998,24.9,39.099998,3.0983870759550087,2.709126,3.5152309,5.545319535864303,5.1028876,6.0191989,0.04200141305866191,0.027474826,0.057553813,25.953094812343913,23.872278,28.181807,0.30337083,0.18018542,0.059744731,2,0,10504808.2642,53.0478892271,0.22618717,0.5170076752860758,0.4829691672993496,0.93416244
GT,15.572089064329887,17.877046347404473,1.4607924222946167,3.703413486480713,180.953578789,0,408.054710443,10,21.200001,,1.288180853593777,1.1853482,1.3910764,5.157122464938899,5.0577426,5.2565632,0.20115251878591756,0.12129585,0.28105801,17.057862368392342,16.107662,18.008644,0.17387865,0.22984117,0.029651411,0,0,18264479.2078,137.863854771,0.049469091,0.5001527772058679,0.49984721141685723,0.99938911
GW,44.70933867821282,44.90995144681895,0.5476570129394531,0.770605206489563,158.532467532,0,419.278981213,2.4000001,9.5,,2.0804667697885018,2.0216386,2.1429298,6.488060291249855,6.2914629,6.696805,2.165226937283908,2.5665014,1.7391584,24.028198711180863,23.87364,24.192307,0.15295838,0.2398259,0.031789299,0,0,1855463.9275,45.877359497,0.030782763,0.5149841426922593,0.48501586404460023,0.94180733
GY,12.462546077583882,12.430150761639323,0.8271508812904358,1.8645994663238523,1559.65925074,0,3115.81402227,11.6,20.200001,12.2,1.3645200039212586,1.1734394,1.5545446,7.080769209067158,6.6187687,7.5441346,1.2713699704386707,1.3625071,1.1827281,19.509836436811874,18.232033,20.791338,0.22290064,0.23582925,0.041166581,0,0,718407.278768,2.91659641344,0.054813638,0.4964887474576735,0.5029901014083318,1.0130947
HN,12.662233297159526,13.945522976657024,1.1931523084640503,2.464045763015747,286.635905209,0,548.962896965,7.3000002,21.4,,2.337636020612613,2.6494484,2.0069509,5.3772688745412065,5.2602148,5.5014081,0.11512795172946734,0.096607439,0.13476945,17.273070377957822,15.922216,18.705688,0.17312586,0.21718261,0.02917059,0,0,9549103.75308,70.5553616252,0.050807264,0.5146870980865366,0.4853128754104527,0.94292796
HR,14.651983613545854,15.23981552727746,3.876852512359619,4.83900785446167,41.1527009875,0,127.841931459,5.4000001,24.4,36.599998,2.963017017948248,2.2654464,3.7166255,7.288869388396156,6.4865923,8.1555958,0.01767185755928051,0.0073012328,0.028875584,41.01908676770074,37.577534,44.73711,0.33730161,0.20769581,0.077922903,0,0,4101370.74352,43.7801768076,0.20861717,0.5193076737491029,0.48069231563981046,0.92564064
HT,9.153432450587893,9.40220170977438,1.8244954347610471,3.9398488998413086,61.3199252201,0,59.859747672,6.6999998,22.700001,8.3000002,1.853197398024907,1.808019,1.8992605,6.559505823091602,6.2919812,6.8322692,1.4989882969498554,1.7016734,1.2923342,20.224592924623884,19.299311,21.167994,0.18785636,0.23296729,0.035884731,0,0,14528272.0572,435.656472868,0.045467366,0.5048480625309528,0.49515193353189624,0.98079395
HU,15.92125796978139,16.38158445061024,5.065337657928467,6.640629768371582,39.4799094226,0,117.960712039,6.9000001,26.4,30.6,3.8648223351963087,3.2801108,4.5106077,8.355401303720932,7.5057883,9.2937574,0.016638127274975507,0.0058600619,0.028541975,36.71580458003213,33.318985,40.467426,0.34132379,0.2182066,0.078705728,0,0,9369732.47239,59.2867197271,0.20075403,0.5248167452475501,0.4751832576991723,0.90542698
ID,17.661166860388523,34.392399408221024,1.0484451055526731,3.210066318511963,492.537982491,0,707.772245947,6.3000002,6.9000001,37.900002,2.5119953649188753,1.9885329,3.0327358,6.319564813927814,6.2905068,6.3484721,0.10885884158142234,0.08496429,0.13262914,21.988594026753137,21.446247,22.528122,0.22183028,0.2278689,0.047138918,0,2,281616664.571,127.398724718,0.05598912,0.4986965107833402,0.5013034587816712,1.0052274
IE,5.378640751236539,6.141766060672709,2.856977939605713,5.213339328765869,44.5858105695,0,162.219893769,3.2,25.299999,23.6,4.029567419023303,3.9504979,4.1118484,6.049563112556754,5.5715818,6.540668,0.04621868883676508,0.031812757,0.060973395,22.800534960794664,20.222055,25.446432,0.26634866,0.20485406,0.049411759,0,1,5464580.56022,40.2891646654,0.14462785,0.5056252295215065,0.49420499345539426,0.97741371
IL,21.24122282632305,20.79267122129421,5.722121715545654,8.52529239654541,43.7136753552,0,192.856556155,9.6999998,26.1,25.5,2.455723715525747,2.124368,2.7966352,5.431416853957964,4.9205837,5.9569817,0.15204443370686777,0.086389475,0.21959276,18.686993389849583,15.664239,21.796919,0.20469974,0.18135867,0.038439691,0,0,8884017.21507,297.701803333,0.12590846,0.5071070204994534,0.4928929552919037,0.97197026
IL99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,57.72599908721685,72.23135980525085,3.761749267578125,5.2821269035339355,91.1996952032,0,229.450367505,10.4,3.9000001,27,3.4693130102725576,3.5168643,3.4259129,6.352240982322879,5.8100605,6.8565903,0.13167513549934665,0.11079426,0.15107565,23.509503541563184,22.740171,24.228155,0.21520355,0.22755174,0.041541759,0,3,1407762046.68,351.805594224,0.064965948,0.4812221906377272,0.518670473978174,1.0778191
INAN,,,,,366.58616868,247.944000111,2940.05186745,,,,,,,,,,,,,,,,,,,,,390393.891597,43.180388408,0.046312209,0.4602106843041102,0.5397893116051495,1.1729178
INAP,,,,,43.4247058763,27.8442338115,136.569337058,,,,,,,,,,,,,,,,,,,,,53589573.7143,276.627042014,0.073623575,0.49626974347256925,0.5037302618586917,1.0150332
INAR,,,,,661.668429651,541.471505736,1223.67286942,,,,,,,,,,,,,,,,,,,,,1754604.87267,16.1949075868,0.032627456,0.47734083784088666,0.5226591606374033,1.0949391
INAS,,,,,63.7511422003,56.2716681629,176.995509465,,,,,,,,,,,,,,,,,,,,,35814022.2002,351.327972613,0.050424241,0.4835711527509827,0.516428841659028,1.0679481
INBR,,,,,19.1239059171,19.5062977794,87.0227995411,,,,,,,,,,,,,,,,,,,,,128176893.524,1057.23365219,0.055230167,0.47364780289851893,0.5263522164185352,1.1112734
INCH,,,,,0.182389937107,1.4949508733,13.786163522,,,,,,,,,,,,,,,,,,,,,929609.287964,5810.05804977,0.047194701,0.4458883698417307,0.5541116215912292,1.2427138
INCT,,,,,70.0146846597,54.6152728352,207.601482014,,,,,,,,,,,,,,,,,,,,,30135683.2307,177.607223359,0.059649963,0.4935074106715232,0.5064925816731003,1.026312
INDL,,,,,1.42068273092,2.32275292342,21.8679718876,,,,,,,,,,,,,,,,,,,,,19372384.7088,9720.21310027,0.048399594,0.46008063199112964,0.5399193830405769,1.173532
INDN,,,,,13.7231270358,13.7779070685,86.8175895765,,,,,,,,,,,,,,,,,,,,,577149.089575,944.597527946,0.029190971,0.43020627509407955,0.5697937429688442,1.3244663
INGA,,,,,34.0645448475,21.5027049652,97.2441575785,,,,,,,,,,,,,,,,,,,,,1565782.27568,349.193192613,0.082451046,0.4916946384934953,0.508305383425261,1.0337826
INGJ,,,,,57.0838895483,42.1760589258,187.938920581,,,,,,,,,,,,,,,,,,,,,71240370.9392,306.638362907,0.06018126,0.47543171874983986,0.5245682961405935,1.1033515
INHP,,,,,337.099963335,258.342888452,445.391695475,,,,,,,,,,,,,,,,,,,,,7775903.4744,102.162619715,0.080963448,0.4905773988268735,0.5094226044653485,1.0384144
INHR,,,,,17.1510999286,10.628126098,68.0262146816,,,,,,,,,,,,,,,,,,,,,30026644.5963,510.388138844,0.062940054,0.46479132742390167,0.535208686020824,1.1515031
INJH,,,,,44.1758015492,38.8131870402,152.373762134,,,,,,,,,,,,,,,,,,,,,39976732.9984,392.613904641,0.05174895,0.4819770540221774,0.5180229710323961,1.0747876
INJK,,,,,556.552458839,388.098263201,1093.03538,,,,,,,,,,,,,,,,,,,,,15149142.3657,102.571142807,0.056892816,0.46604275209567414,0.5339572567695141,1.1457258
INKA,,,,,29.7833630124,18.7700287319,108.592205356,,,,,,,,,,,,,,,,,,,,,70157204.9498,304.154567268,0.071593799,0.48905044071454007,0.5109495457472923,1.0447789
INKL,,,,,37.2262597872,26.3757016793,68.4062325727,,,,,,,,,,,,,,,,,,,,,34204079.6473,763.398719949,0.097086824,0.5197641387612476,0.4802359007866665,0.92394966
INLA,,,,,751.840690366,462.014796719,1510.55888287,,,,,,,,,,,,,,,,,,,,,151131.666126,2.20536803582,0.070945688,0.4022065630463041,0.5977934228864918,1.4862846
INLD,,,,,1036.30232558,238.725353773,4441.62790698,,,,,,,,,,,,,,,,,,,,,48707.2658532,1352.97960703,0.059775412,0.48078892522072203,0.5192110777932021,1.0799147
INMH,,,,,34.3873535328,21.9924888814,113.0340098,,,,,,,,,,,,,,,,,,,,,128783906.859,338.871130938,0.078537524,0.47913026949522014,0.5208697083048011,1.087115
INML,,,,,74.5071921453,72.5207753637,231.53139483,,,,,,,,,,,,,,,,,,,,,3994385.02039,137.127433842,0.037464678,0.4916656481473211,0.5083343467480131,1.0339025
INMN,,,,,165.122854751,164.87782949,430.023615181,,,,,,,,,,,,,,,,,,,,,3569309.86206,124.609337455,0.053068802,0.491014556799647,0.5089854538298588,1.0365994
INMP,,,,,43.3947538794,35.3027215788,179.032049714,,,,,,,,,,,,,,,,,,,,,85791953.5141,219.384778981,0.061794911,0.4781345373288219,0.5218654450226698,1.0914615
INMZ,,,,,148.193028597,130.275917344,421.104052452,,,,,,,,,,,,,,,,,,,,,1365242.27136,50.5458078992,0.048490684,0.48798985643502957,0.5120101352441031,1.0492228
INNL,,,,,160.174957118,89.9017449854,313.402948403,,,,,,,,,,,,,,,,,,,,,2071129.26664,95.9833750414,0.039910223,0.47556876138296816,0.5244312450676191,1.1027454
INOR,,,,,59.2796896573,50.0244899239,180.002998331,,,,,,,,,,,,,,,,,,,,,47471694.7861,246.785687181,0.071147621,0.49080885156900367,0.5091911740020235,1.0374531
INPB,,,,,17.9289881842,10.7755449394,72.3834256897,,,,,,,,,,,,,,,,,,,,,31311754.9342,459.157036312,0.07919053,0.4705572725311203,0.5294427295703269,1.1251398
INPY,,,,,6.40062597809,3.95970495262,30.6744913928,,,,,,,,,,,,,,,,,,,,,1242830.20532,1948.0097262,0.074721359,0.5102296414148758,0.4897703462584203,0.95990181
INRJ,,,,,57.9169447426,33.1083168629,175.06166227,,,,,,,,,,,,,,,,,,,,,81951385.4434,183.773460025,0.059241958,0.4779389120523331,0.522061070334786,1.0923176000000001
INSK,,,,,310.415084218,237.880248764,585.718377856,,,,,,,,,,,,,,,,,,,,,669100.498902,71.8381467578,0.053462844,0.4630595560882698,0.5369404007164253,1.1595494
INTG,,,,,45.3992343315,25.1462862662,120.555216205,,,,,,,,,,,,,,,,,,,,,40076492.2502,286.123728289,0.068461508,0.49328883068356216,0.5067111630733764,1.0272099
INTN,,,,,24.7872814646,16.0663433617,81.7695924967,,,,,,,,,,,,,,,,,,,,,82944882.6173,535.152443125,0.076652884,0.49606720392679216,0.5039327645185185,1.0158558
INTR,,,,,43.6449668923,47.4485366796,189.013317461,,,,,,,,,,,,,,,,,,,,,4357560.95799,324.513029341,0.062029734,0.48684023481304295,0.513159728930436,1.0540619
INUP,,,,,26.7689730124,21.4629457332,98.3951355725,,,,,,,,,,,,,,,,,,,,,236474595.359,751.983016901,0.059281033,0.47296869175398837,0.5270312940415259,1.1143048
INUT,,,,,250.893551632,209.593901493,470.319717203,,,,,,,,,,,,,,,,,,,,,12197062.311,168.270156736,0.066913471,0.4858413730210876,0.5141586424744469,1.058285
INWB,,,,,23.9789569319,21.94156765,106.105380528,,,,,,,,,,,,,,,,,,,,,102370539.416,942.707928909,0.06429936,0.48288791171763423,0.5171120939871321,1.0708741
INZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IQ,27.75101177910807,25.952032194847963,2.3021748065948486,5.393425464630127,289.762288409,0,752.867839837,8.8000002,30.4,22.200001,1.1072448208464978,1.145822,1.0694605,9.178740426232327,8.5259848,9.8220387,0.0060568920861808605,0.0071943509,0.0049390402,19.363897813143637,18.559732,20.157555,0.17098786,0.24631365,0.032923039,5,0,44495214.8517,72.4006821881,0.0320732,0.49580971961880804,0.5041187928805562,1.0167586
IR,33.24250198781973,28.45571321352388,2.458590507507324,5.559513568878174,262.829338843,0,633.556797124,9.6000004,25.799999,14,2.1611987473091396,1.89486,2.4251208,9.58096012278105,8.5696945,10.583077,0.029888517845603667,0.023870137,0.035851914,17.079834297653967,16.079788,18.070984,0.215294,0.21900205,0.045377679,6,0,80265198.6673,35.8595406145,0.061907787,0.49767571330106225,0.5023143363429521,1.0093206
IS,3.4094249163765578,3.3193993287746433,1.578585863113403,3.521733045578003,366.24034279,0,857.687403293,5.8000002,21.9,13.8,3.214659164930429,3.2958367,3.1335189,5.725231878007987,4.9648557,6.4852567,0.05569851864810593,0.02627576,0.085107692,23.16781599161425,16.944952,29.387806,0.26487592,0.19706897,0.049125269,0,0,341336.069268,1.22725810422,0.15439241,0.4998845869582887,0.5001154444828655,1.0004618
IT,14.102578432515454,16.561955831946715,4.020086765289307,7.01171875,34.9102905925,0,86.1839690483,5,19.9,23.4,0.26607091357117896,1.9705015,3.073597,0.8557185115263565,7.7572093,8.3729849,0.01420211209965486,0.10540947,0.1638153,3.15729366652362,27.781921,31.787252,0.30710316,0.17482881,0.06058047,2,4,61661191.9193,129.695081356,0.23020893,0.05478627958443055,0.051442810319843234,0.93897259
ITC,16.93973804321796,19.5055337547547,5.772884,8.61053,35.320707256,10.5648374018,85.5159887225,,,,,,,,,,,,,,,,,,,,,16612979.2047,174.967395178,0.23063675,0.5142334734027177,0.4851868169268292,0.94351465
ITC1,16.019049055538442,18.402073451742396,5.463113,8.546777,39.8977939056,11.3727686727,96.1612755936,,,,,,,,,,,,,,,,,,,,,4521024.84154,108.961362227,0.23077588,0.5148599889592987,0.4851359762165983,0.94226778
ITC11,15.377407990914762,18.74576410747092,5.649275,9.786045,35.3635957466,11.6120412491,91.2238405862,,,,,,,,,,,,,,,,,,,,,2333018.51539,208.454120388,0.23077707,0.5148614947015129,0.4851378128950667,0.94226855
ITC12,17.661612325712387,19.347220419865057,7.08749,9.151885,33.9525050681,11.0311671092,100.670721112,,,,,,,,,,,,,,,,,,,,,177859.998816,51.3897714003,0.23077729,0.5148625076441988,0.4851374990127223,0.94226617
ITC13,16.917732546680515,17.595094001022638,6.7240763,7.1343784,39.2788398154,9.1260779764,83.6288727752,,,,,,,,,,,,,,,,,,,,,177775.433762,118.044776734,0.23077729,0.5148625097578852,0.485137508456105,0.94226617
ITC14,15.123047630692254,16.260165936790308,4.18067,5.286563,66.460117773,20.4778369265,132.684689507,,,,,,,,,,,,,,,,,,,,,161428.941606,44.3729910957,0.23077315,0.5148621255465806,0.4851378459207415,0.94226748
ITC15,19.05439891750035,19.66960809254127,8.912509,9.202513,11.9766606822,5.29616342307,57.2140933573,,,,,,,,,,,,,,,,,,,,,390189.760306,177.037096328,0.23077729,0.5148607945079148,0.48513917907929566,0.9422726
ITC16,14.069364317347516,15.80240972685193,4.2574697,5.449333,50.5163024006,12.4207436718,106.559208169,,,,,,,,,,,,,,,,,,,,,617700.6047,55.2851163251,0.23076886,0.5148493421897405,0.4851239220423577,0.94226384
ITC17,18.09799752015979,18.339833514929825,5.661789,6.656911,29.814516129,6.29041359554,69.4100806452,,,,,,,,,,,,,,,,,,,,,226469.941764,91.2081924142,0.23077729,0.5148624982714376,0.4851374939394494,0.94226617
ITC18,18.392242423573016,19.35552055935705,5.6461267,7.3418617,29.9103200411,8.34981296218,89.1920246449,,,,,,,,,,,,,,,,,,,,,436581.645197,74.8211902652,0.23077729,0.5148622771316282,0.48513773386975045,0.942267
ITC1X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITC1Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITC2,14.177919462489989,15.71721494663981,3.959925,6.1695185,80.7470860315,23.4755700354,145.671970398,,,,,,,,,,,,,,,,,,,,,133945.093744,24.800054387,0.23076339,0.5128620771380599,0.48712995882256993,0.94982642
ITC20,14.177919462489989,15.71721494663981,3.959925,6.1695185,80.7470860315,23.4755700354,145.671970398,,,,,,,,,,,,,,,,,,,,,133945.093744,24.800054387,0.23076339,0.5128620771380599,0.48712995882256993,0.94982642
ITC2X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITC2Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITC3,13.822375884166014,14.178479735935236,2.6586347,3.5899644,17.5923112339,8.04858995712,81.2651933702,,,,,,,,,,,,,,,,,,,,,1532540.07812,173.16837041,0.22947098,0.5161599107870515,0.4781826853748474,0.92642355
ITC31,11.657500000470268,10.888760367596465,2.5896392,3.728665,20.3635371179,10.642392424,97.4912663755,,,,,,,,,,,,,,,,,,,,,215151.474737,114.259944098,0.22965215,0.516579726612892,0.47856706595138676,0.92641467
ITC32,14.358207065258556,10.623406834762612,2.9023345,4.1367474,17.469289442,7.36869960335,75.4708952228,,,,,,,,,,,,,,,,,,,,,279507.521411,111.224640434,0.22950645,0.5162404548957563,0.47825278305637475,0.92641473
ITC33,14.86440476306843,15.618474940881612,2.705906,3.3014858,16.8070175439,6.11296448501,63.5799595142,,,,,,,,,,,,,,,,,,,,,816268.675956,271.005536506,0.2292141,0.5155834989099664,0.4776428662331963,0.92641217
ITC34,13.355254620865493,14.33220250022806,2.1971743,4.0756907,15.8486795146,9.96076315571,107.765167737,,,,,,,,,,,,,,,,,,,,,221612.406021,153.684054106,0.23019651,0.5177737657391199,0.4797095609797499,0.92648488
ITC3X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITC3Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITC4,18.97460171931105,20.968988313927493,7.061301,9.555111,28.2193371279,8.5112186003,67.1010426636,,,,,,,,,,,,,,,,,,,,,10425469.1913,265.915145419,0.23074614,0.5136962089408079,0.486213512983191,0.94650006
ITC41,18.392641516038967,20.053594294962178,7.6082964,9.192715,7.95218922999,3.43706376146,34.9411172622,,,,,,,,,,,,,,,,,,,,,928887.895814,487.605194653,0.23063052,0.5134793145108515,0.4860102408852983,0.946504
ITC42,17.32660818134809,18.937932013779992,6.528019,8.546085,18.3738844528,6.59900804327,54.8623767027,,,,,,,,,,,,,,,,,,,,,634148.022494,308.587845496,0.2304849,0.5133559491673414,0.4859087769258406,0.94653386
ITC43,17.706620365822577,19.26975299108705,6.68962,7.2519493,13.8905216752,6.89380860486,64.097722263,,,,,,,,,,,,,,,,,,,,,360350.677294,275.497459705,0.23077729,0.5137432552928421,0.486256724465764,0.9464975
ITC44,15.201864036734587,15.471061125164034,3.5094926,4.2074137,77.691106211,20.8624852414,114.450202132,,,,,,,,,,,,,,,,,,,,,185232.408357,34.0313078004,0.23076053,0.5137362454230804,0.48626058365772024,0.94651794
ITC46,18.798932303146582,20.78537280644583,7.6202335,8.995209,22.7101069635,8.97674840442,72.4961798734,,,,,,,,,,,,,,,,,,,,,1204728.62356,264.079049444,0.23077729,0.5137432928015555,0.48625671254404673,0.9464975
ITC47,18.888722221964755,20.628704356123823,7.484771,8.835492,28.6312154696,8.21165975604,68.9843043697,,,,,,,,,,,,,,,,,,,,,1375704.34038,179.058224701,0.23077729,0.5137432435553541,0.4862567779754351,0.94649768
ITC48,19.853537048469494,20.859434638420584,6.5998774,7.6809835,25.2987092809,5.79954019491,57.4515468142,,,,,,,,,,,,,,,,,,,,,587828.848632,120.185820616,0.23077729,0.5137436529404797,0.48625633237497384,0.94649595
ITC49,21.452333333605782,21.650781707142706,7.7037888,8.381482,13.504552352,4.72969032451,49.4506828528,,,,,,,,,,,,,,,,,,,,,260184.506027,197.258912833,0.23077729,0.513743350982356,0.486256664287577,0.94649726
ITC4A,20.943868312080216,21.545172731207273,7.7095065,7.401436,16.2943589744,5.78831048872,56.4321367521,,,,,,,,,,,,,,,,,,,,,381793.681665,130.661766484,0.23077729,0.5137433106399703,0.4862566849990357,0.94649732
ITC4B,20.46992990361569,20.670105658390273,7.9629116,8.22542,24.7202488981,7.40085122031,75.5623541613,,,,,,,,,,,,,,,,,,,,,440083.372662,114.070340244,0.23077729,0.513746403624402,0.4862536130497112,0.94648564
ITC4C,21.70483553644859,22.184475957295092,9.990293,11.38186,2.707852194,2.51234641771,27.9715165512,,,,,,,,,,,,,,,,,,,,,3153991.45992,1215.41096721,0.23077729,0.5137432743844841,0.48625670661736686,0.94649744
ITC4D,21.864490766657426,22.187392534781385,11.113157,12.000685,0.723981900452,1.63981315808,17.7043740573,,,,,,,,,,,,,,,,,,,,,912535.354512,1372.23361581,0.23077729,0.5137432842267319,0.4862567108288021,0.94649744
ITC4X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITC4Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITF,12.657663100525804,12.372545931640094,2.9600089,5.474533,38.1195846121,9.60329192248,92.8022535865,,,,,,,,,,,,,,,,,,,,,13951462.6104,124.216163418,0.22969437,0.5143727005834158,0.4809347727454954,0.93499285
ITF1,13.225014433815206,11.522624363200894,2.8358798,4.7150526,42.2552889729,10.0966233656,91.5442028129,,,,,,,,,,,,,,,,,,,,,1332901.56182,78.7441106999,0.23057838,0.5130904483795303,0.4860476186368882,0.94729418
ITF11,12.979031536126277,13.207250231541956,2.8363526,4.6713467,54.3238203957,12.6573991709,109.113774734,,,,,,,,,,,,,,,,,,,,,300364.71507,38.1125130148,0.23077729,0.5135345873234565,0.48646542908992296,0.94728857
ITF12,13.241835443053056,12.193506198076404,3.0741436,4.193111,29.3932767624,10.2695487263,103.68113577,,,,,,,,,,,,,,,,,,,,,314910.524135,102.443241423,0.23047177,0.5128541208447028,0.48582196616081985,0.94729078
ITF13,13.431057698107765,5.771404736516713,2.7313936,5.6254973,22.9937888199,8.10486887659,73.4616977226,,,,,,,,,,,,,,,,,,,,,329764.036781,170.773711435,0.23042287,0.5127435412621748,0.48572064304990553,0.94729751
ITF14,13.615519881649517,14.422030481739114,2.7142994,4.317837,37.6719445819,5.92271686348,56.7172191984,,,,,,,,,,,,,,,,,,,,,387862.285831,95.9817584339,0.23064312,0.5132334008023055,0.4861852180239182,0.94729847
ITF1X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITF1Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITF2,13.062961464682331,10.950276524949826,3.1143997,4.7172923,57.0153445281,8.18233211326,79.5561667632,,,,,,,,,,,,,,,,,,,,,308699.518114,44.7325776139,0.23059735,0.5079888720204911,0.4912313790655146,0.96701217
ITF21,12.913573221516073,13.321735293057962,2.6840923,4.280345,54.3013468013,8.57209292508,82.313973064,,,,,,,,,,,,,,,,,,,,,85526.094492,35.9655569773,0.23077729,0.508382351120535,0.4916176431268347,0.96702349
ITF22,13.145124998423777,9.384971950294371,3.3417978,5.005705,58.4382171227,7.97799149348,78.1103265666,,,,,,,,,,,,,,,,,,,,,223173.423622,49.3419021936,0.23052838,0.5078380667402531,0.4910833835915405,0.96700782
ITF2X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITF2Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITF3,13.160984043509275,14.880026778996092,3.0131357,5.8961654,24.8857525596,7.96629747143,80.6866328581,,,,,,,,,,,,,,,,,,,,,5811831.76832,277.242368378,0.22991823,0.5173695867093518,0.4789079262706472,0.92565924
ITF31,13.918303306163576,15.793309727506244,3.3653245,6.1509085,22.1978988517,8.39325109368,86.9684827755,,,,,,,,,,,,,,,,,,,,,954667.474067,233.073113786,0.23069234,0.5191116105472549,0.4805202255877895,0.92565882
